dataset,classifier,score,nr_classes,nr_instances,log_nr_instances,nr_features,log_nr_features,missing_val,nr_categorical_features,dataset_ratio,labels_mean,labels_std,skew_min,skew_std,skew_mean,skew_q1,skew_q3,skew_max,kurtosis_min,kurtosis_std,kurtosis_mean,kurtosis_q1,kurtosis_q3,kurtosis_max,rho_min,rho_max,rho_mean,rho_std,class_entropy,prob_min,prob_mean,prob_std,prob_max,norm_entropy_min,norm_entropy_mean,norm_entropy_std,norm_entropy_max,mi_min,mi_mean,mi_std,mi_max,equiv_nr_feat,noise_signal_ratio
AP_Breast_Lung,random_forest,0.9745762711864406,2,470,6.152732695,10937,9.299906815,0,1,23.27021277,2.0,0.0,0.002176528,3.3083271080000003,3.459486739,1.452865092,4.130481775,21.66594291,-0.277395839,60.80853656,31.19685932,3.8723288989999998,28.02961271,469.6056772,1.25e-09,0.999232663,0.101016212,0.088024627,0.8387034440000001,0.268085106,0.5,0.23191489399999998,0.7319148940000001,0.002473099,0.196546138,0.07995712099999999,0.33543287899999996,0.000664854,0.026003797000000002,0.027394475,0.30973414,32.25311504,6.558363147000001
AP_Omentum_Ovary,random_forest,0.8695652173913043,2,275,5.616771097999999,10937,9.299906815,0,1,39.77090909,2.0,0.0,0.010034127,2.976636253,3.1223450230000003,1.3253536129999999,3.639750752,16.58070515,-0.5446422360000001,45.3818846,24.14818982,2.980928765,20.73656697,274.94626089999997,7.77e-10,0.999971293,0.099602417,0.084504035,0.855450811,0.28,0.5,0.22,0.72,0.004282597,0.234475748,0.089452243,0.38007051799999997,0.0007888589999999999,0.020276592,0.014068839,0.162114008,42.1890825,10.5638638
AP_Prostate_Ovary,gradient_boosting,1.0,2,267,5.587248657999999,10937,9.299906815,0,1,40.96254682,2.0,0.0,0.003093248,2.839535927,3.0336062260000003,1.343321645,3.524911528,16.33742463,-0.828388307,42.82869025,22.49307162,2.888471304,19.43621433,266.9406654,2.25e-10,0.999969494,0.118118734,0.100783914,0.824363354,0.25842696600000004,0.5,0.241573034,0.7415730340000001,0.004414395,0.235722254,0.087829448,0.395419526,0.001122233,0.085347323,0.083601263,0.535278843,9.658924501,1.7619173590000001
AirlinesCodrnaAdult,random_forest,0.7908082526616096,2,1076790,13.88949495,30,3.401197382,0,11,2.7899999999999997e-05,63.90909091,108.4623559,0.24226204899999998,5.345269183,3.0484182389999996,0.640547611,2.430520197,24.12960144,-1.941312705,136.5803861,48.08973899,0.511653582,33.69400999,618.4766234,0.001513367,0.800728213,0.166721373,0.17546126,0.9895436609999999,0.43987407,0.5,0.06012593,0.56012593,9.959999999999999e-07,0.002902555,0.01233823,0.118445433,3.54e-10,0.0006814260000000001,0.004350795,0.08997652699999999,1452.1652960000001,3.259528195
Amazon,random_forest,0.8533333333333334,50,1500,7.313220387,10001,9.210440367,0,1,6.667333332999999,50.0,0.0,0.011661893999999999,4.64937937,7.26053222,2.849224435,10.6121885,33.83000575,-0.702467407,104.6967773,83.53110092,11.33169402,114.96944180000001,1232.854012,2.4499999999999998e-20,1.0,0.024752182,0.028202712999999997,5.64385619,0.02,0.02,0.0,0.02,0.005015292,0.053305702999999996,0.060773222,0.280662348,0.000343724,0.014071387,0.01163851,0.118209677,401.0874202,2.7882338030000002
CovPokElec,decision_tree,0.9601024507944884,10,1455525,14.19087722,65,4.17438727,0,0,4.47e-05,0.0,0.0,0.291429914,87.21699609,27.36637591,1.880149742,22.46520109,696.5436096,-1.8197570509999998,59654.666189999996,8354.454533,3.870927488,502.68595089999997,485171.6667,1.22e-05,0.87111739,0.078585204,0.13657488,1.590002324,1.37e-06,0.1,0.17425271,0.449698906,2.05e-06,0.03004207,0.038598526,0.127538131,8.92e-06,0.014648926000000001,0.022522367,0.153588697,108.5405425,1.050803687
GCM,adaboost,0.8125,14,190,5.247024072,16064,9.684336022,0,1,84.54736842,14.0,0.0,0.00020753599999999997,2.037484416,2.603941013,1.303543874,3.3147656010000004,13.68282828,-1.668448454,22.96905917,15.37433871,3.327668804,17.017826,188.1089567,1.1e-17,1.0,0.2230419,0.189661718,3.697010342,0.052631579000000005,0.071428571,0.030606214,0.15789473699999998,0.0062635880000000005,0.257732798,0.076665611,0.431464995,0.008121638,0.26655218199999997,0.084366484,0.624837138,13.869743300000001,-0.033086896
KDDCup99,random_forest,0.99974090117809,23,494020,13.11033128,40,3.688879454,0,4,8.1e-05,25.75,24.30406345,0.273852652,160.01935500000002,91.44853051,1.698808391,115.8453656,699.2124432999999,-1.9151390380000002,94258.91397000001,36057.709189999994,0.887878342,14961.479640000001,490583.3526,1.6e-06,0.9993041090000001,0.123065935,0.2299201,1.5576214469999998,4.05e-06,0.043478261,0.126058268,0.568377798,2.18e-06,0.009757119,0.019294197,0.10498105199999999,3.29e-06,0.087325069,0.192601768,0.94112719,17.83704801,-0.8882666929999999
MagicTelescope,gradient_boosting,0.8853838065194533,2,19020,9.853246336,11,2.397895273,0,1,0.000578339,2.0,0.0,0.120121273,0.915072104,1.0802488609999998,0.5358399970000001,1.10391891,3.371627981,-0.5337036039999999,5.350085293,4.273159612,-0.077084689,7.359107633,16.76540668,0.002552837,0.9764118509999999,0.278780596,0.26982838800000003,0.935515245,0.351629863,0.5,0.14837013699999999,0.648370137,0.075815173,0.146535022,0.051661480999999995,0.21256537600000003,0.007989639,0.041668889,0.033695927,0.119451045,22.45116821,2.516652932
aaaData_for_UCI_named,decision_tree,1.0,2,10000,9.210340372000001,14,2.63905733,0,1,0.0014,2.0,0.0,6.14e-07,0.005775115999999999,0.00241446,2.74e-06,4.8e-06,0.018663442,-1.200004417,0.223122173,-1.115477275,-1.200002539,-1.199995596,-0.38946865700000005,0.000490882,0.584554283,0.060109392000000005,0.133446104,0.944330826,0.36200000000000004,0.5,0.138,0.638,0.21649501100000001,0.24530582199999998,0.011071206,0.25,0.000413414,0.06401132400000001,0.14927686099999998,0.578319651,14.75255897,2.8322254239999998
analcatdata_authorship,libsvm_svc,1.0,4,841,6.73459166,71,4.262679877,0,1,0.08442330599999999,4.0,0.0,0.040708921,0.6758959990000001,1.115865224,0.707035159,1.325906397,4.087186737,-0.790261586,3.634263392,2.35912946,0.365953089,2.383871161,21.23171723,2e-05,0.70645842,0.14842389,0.115522347,1.787416049,0.065398335,0.25,0.125047621,0.376932224,0.119491763,0.246079082,0.042161434000000005,0.309274316,0.027051629,0.17224637899999998,0.10631916,0.5176043029999999,10.37708926,0.428645891
arrhythmia,extra_trees,0.8849557522123894,2,452,6.11368218,263,5.572154032,816,1,0.581858407,2.0,0.0,0.004172344000000001,6.502471042000001,6.106533375,0.692404555,10.52346939,21.26029163,-1.966579865,127.36822849999999,84.54159927,3.3473198139999996,109.226697,452.0,6.8900000000000005e-19,1.0,0.088952584,0.11946171900000001,0.994895566,0.45796460200000005,0.5,0.042035398,0.542035398,0.002573864,0.1330004,0.11039400099999999,0.338620332,1.58e-05,0.020856971000000002,0.018437423999999997,0.078208817,47.70086506,5.376783997
audiology,lda,0.9649122807017544,2,226,5.420534999,70,4.248495242,0,70,0.309734513,2.228571429,0.7401047909999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.814765885,0.252212389,0.5,0.24778761100000002,0.7477876109999999,0.005239269,0.033525942999999996,0.036741376,0.127874311,5.110000000000001e-07,0.012852506000000001,0.035040338,0.29433920399999997,63.39354126,1.608514031
avila-tr,adaboost,0.9988499137435308,12,20867,9.945924243,11,2.397895273,0,1,0.0005271480000000001,12.0,0.0,0.493231174,34.80568946,15.52928895,1.294730577,5.566229901,119.2303953,2.538962008,4763.552135,1812.574098,8.579718652999999,283.5070775,16058.99775,0.000424567,0.806489868,0.163855025,0.169969395,2.643874334,0.00047922599999999997,0.083333333,0.11062335699999999,0.41079216,0.000105481,0.054097890999999995,0.045014654,0.145689097,8.52e-05,0.057949335,0.08468442,0.291565943,45.62389422,-0.06646226
churn,adaboost,0.9656,2,5000,8.517193191,21,3.044522438,0,0,0.0042,0.0,0.0,0.0,0.78263411,0.551146526,0.011730827,1.067603626,2.771266204,-1.2,1.537159195,0.515847151,-0.021294471000000002,0.65531661,5.6821890889999995,0.00012433,0.9999999509999999,0.040215508,0.15202601300000002,0.587893575,0.1414,0.5,0.3586,0.8586,0.036755453,0.185240555,0.056501085,0.270345528,5.3400000000000004e-05,0.0099641,0.01551297,0.048867522000000004,59.00117094,17.59079625
connect-4,adaboost,0.8483126110124334,3,67557,11.12072696,43,3.7612001160000004,0,0,0.0006365,0.0,0.0,0.075931383,8.415207891,6.419837287999999,1.239245325,6.877550283,33.62631084,-1.5658641690000001,302.9954727,121.44435220000001,0.093530407,48.6009861,1251.183253,0.000363052,0.56093868,0.081704288,0.09796123400000001,1.218444356,0.09546013,0.333333333,0.237890055,0.658303359,0.000917823,0.042384762,0.033920835,0.098467136,0.00014050100000000002,0.0041029529999999995,0.005759664,0.021057671,296.9676898,9.330307497
dataset_183_adult,adaboost,0.8589796085496684,2,48842,10.79634588,15,2.7080502010000003,0,9,0.00030711299999999997,11.22222222,11.45792087,0.239406161,1.947937535,1.921218869,0.331365446,3.375072485,5.136137083,-1.019278733,9.961095412999999,8.0453603,0.510136867,13.28974403,26.43587035,0.004642532,0.16038870000000002,0.071534271,0.048434594000000004,0.7938438390000001,0.239281766,0.5,0.260718234,0.760718234,2.24e-05,0.018922025,0.028426148,0.158901283,3.89e-07,0.0074795980000000005,0.01766222,0.10594577699999999,106.1345557,1.529818369
dataset_185_yeast,sgd,0.5974842767295598,10,1484,7.302496424,9,2.197224577,0,1,0.00606469,10.0,0.0,0.220995401,3.9872993169999997,3.415986316,0.557378224,4.349681617,10.27688371,0.45905999,43.36042697,28.66087843,1.3460174219999999,32.46470238,105.73871240000001,0.00039183400000000003,0.58163142,0.089273135,0.115342557,2.490417636,0.003369272,0.1,0.111007453,0.311994609,0.0073103809999999995,0.15120899599999998,0.09040514599999999,0.24966258600000002,0.018425098,0.133521823,0.09986314199999999,0.299279609,18.65176476,0.132466532
dataset_186_satimage,gradient_boosting,0.9203980099502488,6,6430,8.768729817,37,3.610917913,0,0,0.0057542769999999995,0.0,0.0,0.022503895,0.35582296399999996,0.425605402,0.10245386,0.674011872,0.919495499,-1.245126554,0.8414802259999999,-0.18360362800000002,-0.8803577220000001,-0.19342625,1.2779853620000001,0.088954108,0.960662138,0.49112345799999996,0.319757214,2.483361876,0.09720062199999999,0.166666667,0.061903977,0.23810264399999997,0.196153357,0.223496188,0.015799779,0.240458698,0.41575781,0.590947209,0.098905889,0.7641832270000001,4.20234132,-0.621800079
dataset_187_abalone,libsvm_svc,0.2688995215311005,28,4177,8.337348564,9,2.197224577,0,1,0.002154656,3.0,0.0,0.530958563,0.824335485,0.9943532690000001,0.604861645,0.817848916,3.1288173789999996,-0.045475580999999994,24.98670155,9.945345012,0.042554854,1.029014615,76.02550923,0.420883658,0.986811585,0.8035839359999999,0.16282492699999998,3.602007148,0.00023940599999999998,0.035714286,0.049574982999999996,0.164950922,0.071196734,0.15934231699999998,0.069414621,0.228346927,0.029673519,0.19814427699999998,0.09440496400000001,0.300516116,18.17870897,-0.195826802
dataset_189_baseball,gradient_boosting,0.9402985074626866,3,1340,7.200424892999999,18,2.890371758,40,2,0.013432836,673.0,666.0,0.124416205,0.8059502909999999,1.220070188,0.623202997,1.5894545469999999,3.2728718339999996,0.252389539,2.675027524,2.602128366,0.7471979459999999,3.7595166239999998,9.416647946,0.021545612999999998,0.983576605,0.536308859,0.255349774,0.540097859,0.042537313,0.333333333,0.40545691799999994,0.906716418,0.000849872,0.0036161509999999997,0.024211885,0.257797557,4.970000000000001e-05,0.001454679,0.011974761,0.160214041,371.2831728,1.4858753969999998
dataset_194_eucalyptus,gradient_boosting,0.7228260869565217,5,736,6.601230118999999,20,2.995732274,896,6,0.027173912999999997,13.66666667,6.992058987999999,0.120725086,6.97855376,2.960948179,0.356733267,0.8828376809999999,27.127630800000002,-1.8878025969999999,190.24521769999998,63.0817796,-0.14578137900000002,1.4191723630000002,735.9388064,0.0005088769999999999,0.7192255390000001,0.132186934,0.156471818,2.26208362,0.14266304300000002,0.2,0.058379027,0.29076087,0.00156438,0.064032912,0.08288535400000001,0.339423335,0.001460416,0.038819011,0.069583885,0.49976080700000003,58.27257208,0.649524561
dataset_24_mushroom,extra_trees,1.0,2,8124,9.002577922999999,22,3.091042453,0,22,0.0027080259999999997,5.318181818,3.050877126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999067897,0.482028557,0.5,0.017971443,0.517971443,0.000471228,0.034276054,0.026420792999999998,0.07699267,0.00013419299999999998,0.037395567000000005,0.059047458,0.36652125799999996,26.71621223,-0.083419312
dataset_26_nursery,gradient_boosting,1.0,5,12960,9.46962297,9,2.197224577,0,9,0.0006944439999999999,3.5555555560000003,0.955813919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7164959,0.00015432100000000002,0.2,0.15327718,0.333333333,0.052842909,0.06267666200000001,0.0062032269999999995,0.073196914,0.000192371,0.049832747000000004,0.126340543,0.6365141679999999,34.44513898,0.257740453
dataset_28_optdigits,lda,0.988612099644128,10,5620,8.634086943,63,4.143134726,0,0,0.011209964,0.0,0.0,0.004935582,10.96261167,5.731887438999999,0.34111458,3.7290701,52.99527777,-1.646519853,478.86138,165.85902119999997,-1.3669068469999999,17.00190003,2807.498576,1.7100000000000002e-05,0.92667427,0.12002471199999999,0.131376923,3.321832725,0.09857651199999999,0.1,0.0011504080000000001,0.101779359,0.000368512,0.158603389,0.09218645,0.250539503,0.000823182,0.210779629,0.130241704,0.449784279,15.75974271,-0.247539294
dataset_31_credit-g,sgd,0.7600000000000001,2,1000,6.907755279,21,3.044522438,0,14,0.021,4.0,1.963961012,0.27256981399999997,0.585981859,1.1500699620000001,0.7760436909999999,1.591010344,1.94962768,-1.381448503,1.785466507,0.9242775259999999,-0.307346775,1.6268565330000002,4.292590308,0.011283597,0.6249841979999999,0.102485834,0.13723468,0.881290899,0.3,0.5,0.2,0.7,0.007434275,0.072341745,0.054131659000000006,0.286445302,2.82e-07,0.005279231999999999,0.009166709,0.056777817,166.9354467,12.703082
dataset_36_segment,adaboost,0.986159169550173,7,2310,7.745002803999999,19,2.9444389789999996,0,1,0.008225108,7.0,0.0,0.052559508,4.644838677,3.419332282,0.900189591,4.697899809,16.90093525,-1.21587097,90.06976381,38.51719077,0.12511423800000002,26.61307214,339.2210943,0.000145189,0.998644375,0.27800454199999997,0.325256465,2.807354922,0.14285714300000002,0.14285714300000002,2.78e-17,0.14285714300000002,0.009319777,0.17735321199999998,0.103345571,0.297066149,0.013732681000000002,0.518254001,0.37995471700000005,0.898078976,5.416947895,-0.657787086
dataset_39_ecoli,k_nearest_neighbors,0.9087301587301588,8,336,5.81711116,8,2.079441542,0,1,0.023809524,8.0,0.0,0.062866696,6.260678296,3.6529169589999997,0.21424596,3.1672686310000002,18.33030278,-1.0447542890000001,116.39564209999999,51.97603083,-0.898704018,15.20748151,336.0,0.007653676,0.8093236140000001,0.184000467,0.18577254899999998,2.188745583,0.005952381,0.125,0.135686218,0.425595238,0.003487055,0.24471795899999998,0.147799192,0.361668051,0.016158712,0.36457449399999997,0.23325511,0.7118948959999999,6.003562007,-0.328757325
dataset_40_sonar,sgd,0.9230769230769232,2,208,5.33753808,61,4.110873863999999,0,1,0.293269231,2.0,0.0,0.08533138400000001,0.721745207,1.143711249,0.6187625489999999,1.6664864019999999,3.4016974369999997,-1.210104142,4.262387208,2.276776694,-0.5498858179999999,3.59763658,20.73612072,0.000152506,0.925835869,0.22939566399999997,0.17328965699999999,0.9967295890000001,0.466346154,0.5,0.033653846,0.533653846,0.201832855,0.355484863,0.052196426,0.420766332,0.007823506,0.050112957,0.030398847000000003,0.164895575,19.88965828,6.093671662999999
dataset_42_soybean,gradient_boosting,0.95906432748538,19,683,6.52649486,36,3.583518938,0,36,0.052708637999999995,4.194444444,2.6751889280000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.835507985,0.011713031,0.052631579000000005,0.043056012000000005,0.134699854,0.0016883010000000001,0.063934097,0.028169034,0.10620495699999999,0.002719797,0.146166921,0.08994805300000001,0.49434043299999997,26.24060198,-0.562595305
dataset_44_spambase,extra_trees,0.9661164205039096,2,4601,8.43402895,58,4.060443011,0,0,0.012605955,0.0,0.0,0.433811391,6.979363441,11.00124551,5.797608154,13.48533015,31.06206428,-1.81259578,293.7783217,236.98066319999998,49.98049761,285.6243809,1480.64205,1.6800000000000002e-05,0.9960660509999999,0.06434385299999999,0.103727565,0.9673602370000001,0.39404477299999996,0.5,0.105955227,0.605955227,0.0027240529999999997,0.026063914,0.024135703999999997,0.11862533199999999,0.000776117,0.015822739,0.017073465,0.097344474,61.13734517,0.647244157
dataset_54_vehicle,adaboost,0.8443396226415094,4,846,6.74051936,19,2.9444389789999996,0,1,0.022458629,4.0,0.0,0.047845056,1.63572419,1.06672676,0.257969068,0.773015042,6.778393619,-0.9784712959999999,14.82238454,5.153140517,-0.731540651,0.110792057,58.37545547,0.001183035,0.996318013,0.407056535,0.34135590000000005,1.9990667659999999,0.235224586,0.25,0.008943703,0.257683215,0.117912695,0.27484553300000003,0.056677719,0.32901895600000003,0.056557537000000005,0.183050762,0.092035754,0.338465029,10.92083279,0.501471668
